PELÍCULA,DIRECTOR,CICLO/ESTRENO,PAIS,ASISTENCIA,FUNCIONES,GENERO,PERIODO,MES,EXHIBIDA
Ixcanul,Jayro Bustamante,V fiesta de las culturas indígenas pueblos y barrios originarios de la ciudad de México,"Guatemala, Francia",161,1,ADULTOS,2018,SEPTIEMBRE,SALA
Macario,Roberto Gavaldón,Fiesta del cine mexicano,México,167,1,ADULTOS,2018,SEPTIEMBRE,SALA
La dama desaparece,Alfred Hitchcock,Alfred Hitchcock. Más allá del suspenso,Reino Unido,174,1,ADULTOS,2018,SEPTIEMBRE,SALA
Shorts México: Competencia Neomex 3,varios,Shorts México,varios,174,1,ADULTOS,2018,SEPTIEMBRE,SALA
La niña de tacones amarillos,María Luján Loioco,Continua en Cartelera,Argentina,324,11,ADULTOS,2018,SEPTIEMBRE,SALA
Una familia de tantas,Alejandro Galindo,Fiesta del cine mexicano,México,50,1,ADULTOS,2018,SEPTIEMBRE,SALA
Aventurera,Alberto Gout,Fiesta del cine mexicano,México,92,1,ADULTOS,2018,SEPTIEMBRE,SALA
La sospecha,Alfred Hitchcock,Alfred Hitchcock. Más allá del suspenso,Estados Unidos,776,2,ADULTOS,2018,SEPTIEMBRE,SALA
Tesoros,María Novaro,Continua en Cartelera,México,423,19,ADULTOS,2018,SEPTIEMBRE,SALA
El discípulo (Dir. Kirill Serebrennikov),Kirill Serebrennikov,Continua en Cartelera,Rusia,1796,15,ADULTOS,2018,SEPTIEMBRE,SALA
Hoy partido a las tres,Clarisa Navas,4 Talento Emergente,"Argentina, Paraguay",297,10,ADULTOS,2018,SEPTIEMBRE,SALA
El reencuentro,Martin Provost,Continua en Cartelera,Francia,314,6,ADULTOS,2018,SEPTIEMBRE,SALA
Tormentero,Rubén Imaz,Continua en Cartelera,"México, Colombia, República Dominicana",836,34,ADULTOS,2018,SEPTIEMBRE,SALA
Bronceado,Argyris Papadimitropoulos,Estreno,"Grecia, Alemania",258,2,ADULTOS,2018,SEPTIEMBRE,SALA
La iniciación,John Trengove,Continua en Cartelera,"Sudáfrica, Alemania, Países Bajos, Francia",276,6,ADULTOS,2018,SEPTIEMBRE,SALA
Los adioses,Natalia Beristáin,Continua en Cartelera,México,13141,59,ADULTOS,2018,SEPTIEMBRE,SALA
Western,Valeska Grisebach,Estreno,"Alemania, Bulgaria, Austria",951,19,ADULTOS,2018,SEPTIEMBRE,SALA
Porto,Gabe Klinger,Continua en Cartelera,"Portugal, Estados Unidos, Francia, Polonia",557,6,ADULTOS,2018,SEPTIEMBRE,SALA
El ciudadano ilustre,Mariano Cohn y Gastón Duprat,Estreno,"Argentina, España",185,2,ADULTOS,2018,SEPTIEMBRE,SALA
,,,,,1,,2018,SEPTIEMBRE,SALA
Isla de perros,Wes Anderson,Continua en Cartelera,"Alemania, Estados Unidos",2893,14,ADULTOS,2018,SEPTIEMBRE,SALA
Tiempo compartido,Sebastian Hofmann,Continua en Cartelera,"México, Holanda",5765,45,ADULTOS,2018,SEPTIEMBRE,SALA
Cuernavaca,Alejandro Andrade Pease,Estreno,México,1665,26,ADULTOS,2018,SEPTIEMBRE,SALA
Extraño pero verdadero,Michel Lipkes,Estreno,México,2446,19,ADULTOS,2018,SEPTIEMBRE,SALA
Cuervos,Jens Assur,Continua en Cartelera,Suecia,2184,24,ADULTOS,2018,SEPTIEMBRE,SALA
Las buenas maneras,Marco Dutra y Juliana Rojas,Estreno,"Brasil, Francia",613,3,ADULTOS,2018,SEPTIEMBRE,SALA
El Buquinista,Gibrán Bazán,Continua en Cartelera,"México, Francia",739,16,ADULTOS,2018,SEPTIEMBRE,SALA
"Loveling, amor de madre",Gustavo Pizzi,Continua en Cartelera,"Brasil, Uruguay",316,10,ADULTOS,2018,SEPTIEMBRE,SALA
Chavela Vargas,Catherine Gund y Daresha Kyi,Continua en Cartelera,"México, España, Estados Unidos",2918,25,ADULTOS,2018,SEPTIEMBRE,SALA
Charla Cine y Literatura: Las primeras raíces,varios,Charla Cine y Literatura: Las primeras raíces,varios,760,4,ADULTOS,2018,SEPTIEMBRE,SALA
Siempre te esperaré,Wim Wenders,Continua en Cartelera,"Alemania, Estados Unidos, España, Francia",970,7,ADULTOS,2018,SEPTIEMBRE,SALA
La negrada,Jorge Pérez Solano,Continua en Cartelera,México,1949,24,ADULTOS,2018,SEPTIEMBRE,SALA
Tamara y la catarina,Lucía Carreras,4 Talento Emergente,"México, España",725,12,ADULTOS,2018,SEPTIEMBRE,SALA
Mente revólver,Alejandro Ramírez Corona,Continua en Cartelera,México,1037,26,ADULTOS,2018,SEPTIEMBRE,SALA
Apóyate en mí,Andrew Haigh,Continua en Cartelera,"Reino Unido, Estados Unidos",1582,21,ADULTOS,2018,SEPTIEMBRE,SALA
Carnívoras,Jérémie y Yannick Renier,4 Talento Emergente,"Francia, Bélgica",988,12,ADULTOS,2018,SEPTIEMBRE,SALA
Winter brothers: la odisea,Hlynur Pálmason,4 Talento Emergente,"Dinamarca, Islandia",513,12,ADULTOS,2018,SEPTIEMBRE,SALA
Las tetas de mi madre,Carlos Zapata,4 Talento Emergente,Colombia,1046,12,ADULTOS,2018,SEPTIEMBRE,SALA
Félicité,Alain Gomis,4 Talento Emergente,"Francia, Senegal, Bélgica, Alemania",840,12,ADULTOS,2018,SEPTIEMBRE,SALA
El espanto,Martín Benchimol y Pablo Aparo,4 Talento Emergente,Argentina,806,12,ADULTOS,2018,SEPTIEMBRE,SALA
Milla,Valérie Massadian,4 Talento Emergente,Francia-Portugal,550,12,ADULTOS,2018,SEPTIEMBRE,SALA
Los débiles,Raúl Rico y Eduardo Giralt Brun,4 Talento Emergente,México,628,12,ADULTOS,2018,SEPTIEMBRE,SALA
Los silencios, Beatriz Seigner,4 Talento Emergente,"Brasil, Colombia, Francia",563,12,ADULTOS,2018,SEPTIEMBRE,SALA
Las reglas del todo,Kim Hiorthøy,4 Talento Emergente,Noruega,1380,12,ADULTOS,2018,SEPTIEMBRE,SALA
Goliat,Dominik Locher,4 Talento Emergente,Suiza,994,12,ADULTOS,2018,SEPTIEMBRE,SALA
Al abrir mis ojos,Leyla Bouzid.,4 Talento Emergente,"Túnez, Francia, Bélgica, Emiratos Árabes Unidos, Suiza",1064,12,ADULTOS,2018,SEPTIEMBRE,SALA
Namme,Zaza Khalvashi,4 Talento Emergente,"Georgia, Lituania",629,10,ADULTOS,2018,SEPTIEMBRE,SALA
Ana y Bruno,Carlos Carrera,Continua en Cartelera,México,9913,48,INFANTIL,2018,SEPTIEMBRE,SALA
El insulto,Ziad Doueiri,Continua en Cartelera,"Líbano, Francia, Chipre, Bélgica, Estados Unidos",3650,31,ADULTOS,2018,SEPTIEMBRE,SALA
El tercer espacio,Nejemye Tenenbaum,Continua en Cartelera,México,907,34,ADULTOS,2018,SEPTIEMBRE,SALA
Matar a Dios,"Caye Casas, Albert Pintó",Macabro,España,215,1,ADULTOS,2018,SEPTIEMBRE,SALA
Velocipastor,Brendan Steere,Macabro,"Estados Unidos, China",126,1,ADULTOS,2018,SEPTIEMBRE,SALA
Trench 11,"Leo Scherman,",Macabro,Canadá,326,1,ADULTOS,2018,SEPTIEMBRE,SALA
Montreal Dead end,Hugo Belhassen,Macabro,Canadá,348,1,ADULTOS,2018,SEPTIEMBRE,SALA
Hagazussa,Lukas Feigelfeld,Macabro,"Alemania, Austria",307,1,ADULTOS,2018,SEPTIEMBRE,SALA
A punto de despegar,Lorena Best y Robinson Díaz.,Primas Cinematográficos del Perú,Perú,92,1,ADULTOS,2018,SEPTIEMBRE,SALA
Wik,Rodrigo Moreno del Valle,Primas Cinematográficos del Perú,Perú,42,1,ADULTOS,2018,SEPTIEMBRE,SALA
El Santo contra la hija de Frankenstein,Miguel M. Delgado,Macabro,México,164,1,ADULTOS,2018,SEPTIEMBRE,SALA
Retrato de Teresa,Pastor Vega,Clásicos en Pantalla Grande,Cuba,224,2,ADULTOS,2018,SEPTIEMBRE,SALA
Shorts 2018: Competencia mexicana de documental 1,varios,Shorts México,varios,138,2,,2018,SEPTIEMBRE,SALA
Shorts 2018: Competencia mexicana Neomex,varios,Shorts México,varios,120,1,,2018,SEPTIEMBRE,SALA
Shorts 2018: Competencia mexicana de ficción 1,varios,Shorts México,varios,121,1,,2018,SEPTIEMBRE,SALA
"Gauguin, viaje a Tahití",Édouard Deluc.,22° Tour de Cine Francés,Francia,2261,9,ADULTOS,2018,SEPTIEMBRE,SALA
Sin dejar huellas,Erick Zonca,22° Tour de Cine Francés,Francia,2426,9,ADULTOS,2018,SEPTIEMBRE,SALA
Cara de ángel,Vanesa Filho,22° Tour de Cine Francés,Francia,2954,9,ADULTOS,2018,SEPTIEMBRE,SALA
Normandía al desnudo,Philippe Le Guay,22° Tour de Cine Francés,Francia,795,6,ADULTOS,2018,SEPTIEMBRE,SALA
Rodando hacia ti,Franck Dubosc,22° Tour de Cine Francés,Francia,1207,6,ADULTOS,2018,SEPTIEMBRE,SALA
Señor Sabelotodo,Stéphan Archinard y François Prévôt-Leygonie,22° Tour de Cine Francés,Francia,1309,6,ADULTOS,2018,SEPTIEMBRE,SALA
El regreso del héroe,Laurent Tirard,22° Tour de Cine Francés,"Francia, Bélgica",965,6,ADULTOS,2018,SEPTIEMBRE,SALA
Shorts 2018: Competencia mexicana de animación 1,varios,varios,varios,30,1,,2018,SEPTIEMBRE,SALA
Shorts 2018: Competencia mexicana Neomex 2,varios,varios,varios,46,1,,2018,SEPTIEMBRE,SALA
Festival Internacional Du Court Métrage Clermont-,varios,varios,varios,51,1,,2018,SEPTIEMBRE,SALA
Límite de seguridad,Sidney Lumet,Clásicos en Pantalla Grande,Estados Unidos,205,2,ADULTOS,2018,SEPTIEMBRE,SALA
"Alejandra o la inocencia de Vlady. Un cuadro, una",Fabiana Medina,Estreno,México,1249,26,ADULTOS,2018,SEPTIEMBRE,SALA
Hacia la Libertad,Nabil Ayouch,Estreno,varios,1218,18,,2018,SEPTIEMBRE,SALA
Shorts 2018: cortitos infantiles programa mexicano,varios,Shorts México,varios,174,1,INFANTIL,2018,SEPTIEMBRE,SALA
Shorts 2018: muestra mexicana 4,varios,Shorts México,varios,169,1,,2018,SEPTIEMBRE,SALA
Shorts 2018: muestra mexicana 6,varios,Shorts México,varios,39,1,,2018,SEPTIEMBRE,SALA
Shorts 2018: fantascortos,varios,Shorts México,varios,87,1,,2018,SEPTIEMBRE,SALA
Shorts 2018: muestra mexicana 2,varios,Shorts México,varios,68,1,,2018,SEPTIEMBRE,SALA
Shorts 2018: muestra mexicana 5,varios,Shorts México,varios,91,1,,2018,SEPTIEMBRE,SALA
Shorts 2018: Homenaje en corto Arcelia Ramírez,varios,Shorts México,varios,174,1,,2018,SEPTIEMBRE,SALA
Shorts 2018: queer shorts 1,varios,Shorts México,varios,70,1,,2018,SEPTIEMBRE,SALA
Shorts 2018: queer shorts 2,varios,Shorts México,varios,130,1,,2018,SEPTIEMBRE,SALA
Shorts 2018: Competencia mexicana de ficción 2,varios,Shorts México,varios,112,1,,2018,SEPTIEMBRE,SALA
Shorts 2018: Competencia mexicana de ficción 3,varios,Shorts México,varios,89,1,,2018,SEPTIEMBRE,SALA
Shorts 2018: Competencia mexicana de documental 2,varios,Shorts México,varios,29,1,,2018,SEPTIEMBRE,SALA
Programa: hazlo tú mismo,varios,Encuentro de laboratorios Fílmicos,varios,160,1,,2018,SEPTIEMBRE,SALA
"Programa: Manuel de Landa Ism, Ism",varios,,varios,174,1,,2018,SEPTIEMBRE,SALA
En el balcón vacío,José Miguel García Ascot,Función especial,México,1,1,ADULTOS,2018,SEPTIEMBRE,SALA
Treinta y nueve escalones,Alfred Hitchcock,Alfred Hitchcock. Más allá del suspenso,Estados Unidos,732,2,ADULTOS,2018,SEPTIEMBRE,SALA
El hombre que sabía demasiado,Alfred Hitchcock,Alfred Hitchcock. Más allá del suspenso,Reino Unido,174,1,ADULTOS,2018,SEPTIEMBRE,SALA
Ruinas tu reino,Pablo Escoto,Estreno,México,391,23,ADULTOS,2018,SEPTIEMBRE,SALA
Hasta los dientes,Alberto Arnaut Estrada,Estreno,México,1716,12,ADULTOS,2018,SEPTIEMBRE,SALA
Luz de invierno,Ingmar Bergman,Ingmar Bergman. Celebrando 100 años de su nacimiento,Francia,870,10,ADULTOS,2018,SEPTIEMBRE,SALA
Mesas redonda S19,varios,,,80,2,,2018,SEPTIEMBRE,SALA
La banda prometida,Jen Heck,Phono-cinema,"Estados Unidos, Israel, Palestina, Nepal",189,3,,2018,SEPTIEMBRE,SALA
Sabotaje,Alfred Hitchcock,Alfred Hitchcock. Más allá del suspenso,Reino Unido,174,1,ADULTOS,2018,SEPTIEMBRE,SALA
Agente secreto / Cuarto de espionaje,Alfred Hitchcock,Alfred Hitchcock. Más allá del suspenso,Reino Unido,174,1,ADULTOS,2018,SEPTIEMBRE,SALA
My Year with Helen,Gaylene Preston,Función privada,Nueva Zelanda,157,1,ADULTOS,2018,SEPTIEMBRE,SALA
La palabra en el Hip hop,Sacha Jenkins,Phono-cinema,Estados Unidos,72,3,ADULTOS,2018,SEPTIEMBRE,SALA
Hello hello hello: Lee Ranaldo: electric trim,Fred Riedel,Phono-cinema,Estados Unidos,52,2,ADULTOS,2018,SEPTIEMBRE,SALA
Revolución de sonido: Tangerine Dream,Margarete Kreuzer,Phono-cinema,Alemania,74,2,ADULTOS,2018,SEPTIEMBRE,SALA
M,Eva Villaseñor,Phono-cinema,México,36,1,ADULTOS,2018,SEPTIEMBRE,SALA
Rockstaff,,,,31,1,ADULTOS,2018,SEPTIEMBRE,SALA
Avándaro,Sergio García Michel,Función especial/Phono-cinema,México,209,2,ADULTOS,2018,SEPTIEMBRE,SALA
"33RPM, historias detrás de la aguja / Atrapado en",Ernesto Rivera Planter,Phono-cinema,México,40,1,ADULTOS,2018,SEPTIEMBRE,SALA
Eugenia,Martín Boulocq,Estreno,"Bolivia, Brasil",780,9,ADULTOS,2018,SEPTIEMBRE,SALA
Rebeca,Alfred Hitchcock,Alfred Hitchcock. Más allá del suspenso,Estados Unidos,766,2,ADULTOS,2018,SEPTIEMBRE,SALA
Corresponsal extranjero,Alfred Hitchcock,Alfred Hitchcock. Más allá del suspenso,Estados Unidos,170,1,ADULTOS,2018,SEPTIEMBRE,SALA
Saboteador,Alfred Hitchcock,Alfred Hitchcock. Más allá del suspenso,Estados Unidos,171,1,ADULTOS,2018,SEPTIEMBRE,SALA
La sombra de una duda,Alfred Hitchcock,Alfred Hitchcock. Más allá del suspenso,Estados Unidos,173,1,ADULTOS,2018,SEPTIEMBRE,SALA
Náufragos,Alfred Hitchcock,Alfred Hitchcock. Más allá del suspenso,Estados Unidos,174,1,ADULTOS,2018,SEPTIEMBRE,SALA
Charla Gustavo Santaolalla,,Charla Gustavo Santaolalla,,364,1,,2018,SEPTIEMBRE,SALA
Conferencia: Hitchcock,,Conferencia: Hitchcock,,173,1,,2018,SEPTIEMBRE,SALA
Nuestro tiempo,Carlos Reygadas,Estreno,"México, Francia, Alemania, Dinamarca, Suecia",970,6,,2018,SEPTIEMBRE,SALA
A través del espejo,Ingmar Bergman,Ingmar Bergman. Celebrando 100 años de su nacimiento,Suecia,377,2,ADULTOS,2018,SEPTIEMBRE,SALA
La gran noche del corto,,"Función privada, terraza",,174,1,,2018,SEPTIEMBRE,SALA
Mexicanos de bronce,Julio Fernández Talamantes,Estreno,México,432,4,,2018,SEPTIEMBRE,SALA
El barquero,,Función especial,,375,2,ADULTOS,2018,SEPTIEMBRE,SALA
Cumbres,Dir. Gabriel Nuncio,Semana de cine de Nuevo León,México,117,1,ADULTOS,2018,OCTUBRE,SALA
Seminario de Experiencias de Archivo,Tzutzumatzin Soto,Extensión académica,México,33,1,ADULTOS,2018,OCTUBRE,SALA
Conversando con cineastas,Jorge Pons,Extensión académica,,684,6,ADULTOS,2018,OCTUBRE,SALA
El secreto de Romelia,Dir. Busi Cortés,La familia Beristáin: 100 años de cine,México,55,1,ADULTOS,2018,OCTUBRE,SALA
Un verano con Mónica,Dir. Ingmar Bergman,INGMAN BERGMAN celebrando 100 años de su nacimiento,Suecia,743,10,ADULTOS,2018,OCTUBRE,SALA
Con M de muerte,Dir. Alfred Hitchcock,ALFRED HITCHCOCK MÁS ALLÁ DEL SUSPENSO,Estados Unidos,389,1,ADULTOS,2018,OCTUBRE,SALA
La dama desaparece,Dir. Alfred Hitchcock,ALFRED HITCHCOCK MÁS ALLÁ DEL SUSPENSO,Reino Unido,142,1,ADULTOS,2018,OCTUBRE,SALA
La 4ª compañía,"Dir. Amir Galván Cervera, Mitzi Vanessa Arreola",MUESTRA DE CINE MEXICANO EN DERECHOS HUMANOS,México / España,174,1,ADULTOS,2018,OCTUBRE,SALA
La sospecha,Dir. Alfred Hitchcock,ALFRED HITCHCOCK MÁS ALLÁ DEL SUSPENSO,Estados Unidos,169,1,ADULTOS,2018,OCTUBRE,SALA
El discípulo (Dir. Kirill Serebrennikov),Dir. Kirill Serebrennikov,Continua en Cartelera,Rusia,554,7,ADULTOS,2018,OCTUBRE,SALA
No quiero dormir sola,Dir. Natalia Beristáin,La familia Beristáin: 100 años de cine,México,62,1,ADULTOS,2018,OCTUBRE,SALA
Hoy partido a las tres,Dir. Clarisa Navas,4 TALENTO EMERGENTE,Argentina / Paraguay,36,2,ADULTOS,2018,OCTUBRE,SALA
Tormentero,Dir. Rubén Imaz,Continua en Cartelera,Colombia / República Dominicana,172,10,ADULTOS,2018,OCTUBRE,SALA
Bronceado,Dir. Argyris Papadimitropoulos,Continua en Cartelera,Grecia / Alemania,2058,38,ADULTOS,2018,OCTUBRE,SALA
Los adioses,Dir. Natalia Beristáin,Continua en Cartelera,México,6380,42,ADULTOS,2018,OCTUBRE,SALA
Rush hour,Dir. Luciana Kaplan,Estreno,México,2856,28,ADULTOS,2018,OCTUBRE,SALA
Western,Dir. Valeska Grisebach,Continua en Cartelera,Alemania / Bulgaria / Austria,436,17,ADULTOS,2018,OCTUBRE,SALA
Armonía,Dir. Ori Sivan,Estreno,Israel,495,7,ADULTOS,2018,OCTUBRE,SALA
El ciudadano ilustre,Dir. Mariano Cohn y Gastón Duprat,Continua en Cartelera,Argentina / España,2066,36,ADULTOS,2018,OCTUBRE,SALA
Isla de perros,Dir. Wes anderson,Continua en Cartelera,Estados Unidos / Alemania,607,7,ADULTOS,2018,OCTUBRE,SALA
Tiempo compartido,Dir. Sebastian Hofman,Continua en Cartelera,México / Holanda,1282,21,ADULTOS,2018,OCTUBRE,SALA
Cuernavaca,Dir. Alejandro Andrade Pease,Continua en Cartelera,México,861,20,ADULTOS,2018,OCTUBRE,SALA
X500,Dir. Juan Andrés Arango,Estreno,Canadá / Colombia / México,2910,35,ADULTOS,2018,OCTUBRE,SALA
La desaparición,Dir. Constatin Popescu,Estreno,Rumania / Francia,1038,21,ADULTOS,2018,OCTUBRE,SALA
Extraño pero verdadero,Dir. Michel Lipkes,Continua en Cartelera,México,2315,38,ADULTOS,2018,OCTUBRE,SALA
Cuervos,Dir. Jens Assur,Continua en Cartelera,Suecia,517,8,ADULTOS,2018,OCTUBRE,SALA
Fatima (Dir. Joao Canijo),Dir. Joao Canijo,Estreno,Portugal / Francia,513,22,ADULTOS,2018,OCTUBRE,SALA
Virus tropical,"Dir, Santiago Caicedo",Estreno,Colombia,1149,19,ADULTOS,2018,OCTUBRE,SALA
Treinta almas,Dir. Diana Toucedo,Estreno,España,638,10,ADULTOS,2018,OCTUBRE,SALA
Las buenas maneras,Dir. Marco Dutra y Juliana Rojas,Continua en Cartelera,Brasil / Francia,2257,25,ADULTOS,2018,OCTUBRE,SALA
Ciudades de fantasmas,Dir. Juan Manuel Sepúlveda,13° DOCSMX,México,60,1,ADULTOS,2018,OCTUBRE,SALA
Queercore: how to punk a revolution,Dir. Yony Leyser,Estreno,Alemania,538,11,ADULTOS,2018,OCTUBRE,SALA
Heredera del viento,Dir. Gloria Carrión,XIV MUJERES EN EL CINE,Nicaragua,34,1,ADULTOS,2018,OCTUBRE,SALA
Charla Cine y Literatura: Las primeras raíces,,Extensión académica,,950,5,ADULTOS,2018,OCTUBRE,SALA
La negrada,Dir. Jorge Pérez Solano,Continua en Cartelera,México,100,3,ADULTOS,2018,OCTUBRE,SALA
Ruido rural / Carmen Armendáriz,Dir. Rosa Adela López,XIV MUJERES EN EL CINE,México,44,1,ADULTOS,2018,OCTUBRE,SALA
Tamara y la catarina,Dir. Lucía Carreras,Estreno,México / España,962,12,ADULTOS,2018,OCTUBRE,SALA
Mente revólver,Dir. Alejandro Ramírez Corona,Continua en Cartelera,México,216,9,ADULTOS,2018,OCTUBRE,SALA
Apóyate en mí,Dir. Andrew Haigh,Continua en Cartelera,Reino Unido / Estados Unidos,173,3,ADULTOS,2018,OCTUBRE,SALA
Namme,"Dir. Zaza Khalvashi,",4 TALENTO EMERGENTE,Georgia / Lituania,111,2,ADULTOS,2018,OCTUBRE,SALA
Ana y Bruno,Dir. Carlos Carrera,Continua en Cartelera,México,6026,43,INFANTIL,2018,OCTUBRE,SALA
El insulto,Dir. Ziad Doueiri,Continua en Cartelera,Líbano / Francia / Chipre / Bélgica / Estados Unidos,1623,18,ADULTOS,2018,OCTUBRE,SALA
El tercer espacio,Dir. Nejemye Tenenbaum,Continua en Cartelera,México,209,7,ADULTOS,2018,OCTUBRE,SALA
"Alejandra o la inocencia de Vlady. Un cuadro, una",Dir. Fabiana Medina,Continua en Cartelera,México,249,10,ADULTOS,2018,OCTUBRE,SALA
Hacia la Libertad,Dir. Nabil Ayouch,Continua en Cartelera,"Francia, Marruecos, Bélgica",409,11,ADULTOS,2018,OCTUBRE,SALA
Treinta y nueve escalones,Dir. Alfred Hitchcock,ALFRED HITCHCOCK MÁS ALLÁ DEL SUSPENSO,Reino Unido,174,1,ADULTOS,2018,OCTUBRE,SALA
El hombre que sabía demasiado,Dir. Alfred Hitchcock,ALFRED HITCHCOCK MÁS ALLÁ DEL SUSPENSO,Reino Unido,172,1,ADULTOS,2018,OCTUBRE,SALA
Ruinas tu reino,Dir. Pablo Escoto,Continua en Cartelera,México,205,18,ADULTOS,2018,OCTUBRE,SALA
Hasta los dientes,Dir. Alberto Arnaut,Continua en Cartelera,México,1549,14,ADULTOS,2018,OCTUBRE,SALA
Sabotaje,Dir. Alfred Hitchcock,ALFRED HITCHCOCK MÁS ALLÁ DEL SUSPENSO,Reino Unido,148,1,ADULTOS,2018,OCTUBRE,SALA
Agente secreto / Cuarto de espionaje,Dir. Alfred Hitchcock,ALFRED HITCHCOCK MÁS ALLÁ DEL SUSPENSO,Reino Unido,153,1,ADULTOS,2018,OCTUBRE,SALA
Eugenia,Dir. Martín Boulocq,Continua en Cartelera,Bolivia / Brasil,749,16,ADULTOS,2018,OCTUBRE,SALA
Rebeca,Dir. Alfred Hitchcock,ALFRED HITCHCOCK MÁS ALLÁ DEL SUSPENSO,Estados Unidos,174,1,ADULTOS,2018,OCTUBRE,SALA
Corresponsal extranjero,Dir. Alfred Hitchcock,ALFRED HITCHCOCK MÁS ALLÁ DEL SUSPENSO,Estados Unidos,103,1,ADULTOS,2018,OCTUBRE,SALA
Conferencia: Hitchcock,,ALFRED HITCHCOCK MÁS ALLÁ DEL SUSPENSO,,165,1,ADULTOS,2018,OCTUBRE,SALA
Nuestro tiempo,Dir. Carlos Reygadas,Continua en Cartelera,México / Franica / Dinamarca / Suecia,2895,34,ADULTOS,2018,OCTUBRE,SALA
Agonía de amor,Dir. Alfred Hitchcock,ALFRED HITCHCOCK MÁS ALLÁ DEL SUSPENSO,Estados Unidos,174,1,ADULTOS,2018,OCTUBRE,SALA
Cuéntame tu vida,Dir. Alfred Hitchcock,ALFRED HITCHCOCK MÁS ALLÁ DEL SUSPENSO,Estados Unidos,174,1,ADULTOS,2018,OCTUBRE,SALA
Bajo el signo de Capricornio,Dir. Alfred Hitchcock,ALFRED HITCHCOCK MÁS ALLÁ DEL SUSPENSO,Estados Unidos,168,1,ADULTOS,2018,OCTUBRE,SALA
A través del espejo,Dir. Ingmar Bergman,INGMAN BERGMAN celebrando 100 años de su nacimiento,Suecia,2326,16,ADULTOS,2018,OCTUBRE,SALA
Mexicanos de bronce,Dir. Julio Fernández Talamantes,Continua en Cartelera,México,2071,37,ADULTOS,2018,OCTUBRE,SALA
El barquero,Dir. Gilles Delmas,Estreno,Francia,266,4,ADULTOS,2018,OCTUBRE,SALA
Historia de un documento,Dir. Oscar Menéndez,50 AÑOS DE LUCHA. EL MOVIMIENTO ESTUDIANTIL 1968,México,174,1,ADULTOS,2018,OCTUBRE,SALA
Muestra 5 años del 48 HFP,,Muestra 5 años del 48 HFP,,45,1,ADULTOS,2018,OCTUBRE,SALA
Hasta que llovió en Sayula,Dir. Miguel Contreras Torre,La familia Beristáin: 100 años de cine,México,2,1,ADULTOS,2018,OCTUBRE,SALA
La noche de 12 años,Dir. Álvaro Brechner,Estreno,Argentina / España / Uruguay,4515,37,ADULTOS,2018,OCTUBRE,SALA
Tuyo es mi corazón,Dir. Alfred Hitchcock,ALFRED HITCHCOCK MÁS ALLÁ DEL SUSPENSO,Estados Unidos,774,2,ADULTOS,2018,OCTUBRE,SALA
Vagabunda,Dir. Miguel Morayta,La familia Beristáin: 100 años de cine,México,60,1,ADULTOS,2018,OCTUBRE,SALA
Coloquio: Detrás de los juegos de la XIX Olimpiada,,DETRÁS DE LOS JUEGOS DE LA XIX OLIMPIADA MÉXICO 68,México,168,1,ADULTOS,2018,OCTUBRE,SALA
Coronación,Dir. Sergio Olhovich,La familia Beristáin: 100 años de cine,México,59,1,ADULTOS,2018,OCTUBRE,SALA
Los vuelcos del corazón,Dir. Mitl Valdéz,La familia Beristáin: 100 años de cine,México,66,1,ADULTOS,2018,OCTUBRE,SALA
Caravaggio (Dir. Derek Jarman),Dir. Derek Jarman,La familia Beristáin: 100 años de cine,México,91,1,ADULTOS,2018,OCTUBRE,SALA
Desesperación,Dir. Alfred Hitchcock,ALFRED HITCHCOCK MÁS ALLÁ DEL SUSPENSO,Gran Bretaña,174,1,ADULTOS,2018,OCTUBRE,SALA
Mi secreto me condena,Dir. Alfred Hitchcock,ALFRED HITCHCOCK MÁS ALLÁ DEL SUSPENSO,Estados Unidos,170,1,ADULTOS,2018,OCTUBRE,SALA
El hombre equivocado,Dir. Alfred Hitchcock,ALFRED HITCHCOCK MÁS ALLÁ DEL SUSPENSO,Estados Unidos,174,1,ADULTOS,2018,OCTUBRE,SALA
Mesa redonda: Beristáin,Elisa Lozano,Extensión académica,México,73,1,ADULTOS,2018,OCTUBRE,SALA
Charla Feminismo y no feminismo en el cine mexica,,XIV MUESTRA INTERNACIONAL DE MUJERES EN EL CINE Y LA TELEVISIÓN,México,94,1,ADULTOS,2018,OCTUBRE,SALA
Serpientes y escalera,Dir. Busi Cortés,XIV MUESTRA INTERNACIONAL DE MUJERES EN EL CINE Y LA TELEVISIÓN,México,113,1,ADULTOS,2018,OCTUBRE,SALA
Los que se quedan / Una pieza para Julia,Dir. Amelia Eloisa,XIV MUJERES EN EL CINE,México,29,1,ADULTOS,2018,OCTUBRE,SALA
Vuelven / El ultimo romántico,Dir. Natalia García,XIV MUJERES EN EL CINE,México,89,1,ADULTOS,2018,OCTUBRE,SALA
El amante,Dir. MarIa Maitu,XIV MUJERES EN EL CINE,Italia,174,1,ADULTOS,2018,OCTUBRE,SALA
Abril y la isla del tiburón ballena,Dir. Isabel Cárdenas Cortes,XIV MUJERES EN EL CINE,México,93,1,ADULTOS,2018,OCTUBRE,SALA
Ella se va / Nueva vida para un corazón,Dir. Rosa Adela López,XIV MUJERES EN EL CINE,México,125,1,ADULTOS,2018,OCTUBRE,SALA
